id,site,job_url,job_url_direct,title,company,location,date_posted,job_type,salary_source,interval,min_amount,max_amount,currency,is_remote,job_level,job_function,listing_type,emails,description,company_industry,company_url,company_logo,company_url_direct,company_addresses,company_num_employees,company_revenue,company_description,skills,experience_range,company_rating,company_reviews_count,vacancy_count,work_from_home_type
in-56a82300c8f65601,indeed,https://id.indeed.com/viewjob?jk=56a82300c8f65601,https://www.stimulink.net/careers/,Software Development Engineer / Programmer,PT Stimulink,"Jakarta, JW, ID",2026-08-18,,,,,,,False,,,,,"#### **Skills**


##### **Required:**


* Bachelor degree in Computer Science or equivalent, preferably from a reputable university (with min GPA 2\.5\)
* Profound knowledge about OOP, Design Pattern and Software Design
* Profound knowledge and experience in at least one modern object oriented programming language (C\#,Java)
* Good knowledge and strong hands\-on experience in using Spring and Hibernate
* Good knowledge about Unit Testing and Test Driven Development (TDD)
* Good troubleshooting and problem solving skills

##### **Preferred:**


* Experience in a high paced agile development environment
* Familiarity with Git, Gradle, Maven, application servers, Linux administration (Ubuntu/CentOS).",,https://id.indeed.com/cmp/PT-Stimulink,,,,,,,,,,,,
in-a42c505eb3f19891,indeed,https://id.indeed.com/viewjob?jk=a42c505eb3f19891,https://dxctechnology.wd1.myworkdayjobs.com/en-US/DXCJobs/job/IZ102---EDS-Indonesia-Jakarta-IZ102/Project-Manager_51555511,IT Project Manager (Insurance Industry),DXC Technology,"Jakarta, JW, ID",2026-08-18,fulltime,,,,,,False,,,,,"**Job Description:**

DXC Technology is a Fortune 500 global IT services leader. Our more than 130,000 people in 70\- plus countries are entrusted by our customers to deliver what matters most. We use the power of technology to deliver mission\-critical IT services across the Enterprise Technology Stack to drive business impact. DXC is an employer of choice with strong values, and fosters a culture of inclusion, belonging and corporate citizenship.


**Essential Job Functions:**  

• Project Manager to Lead a team of software engineers to design, develop, and deliver software solutions.
  

• Work with cross\-functional teams to define project requirements and ensure successful project delivery.
  

• Provide mentorship and guidance to team members for professional development, conducting regular one\-on\-one meetings and performance assessments.
  

• Contribute to the execution of the software engineering strategy, supporting the alignment of technology with business goals.
  

• Lead agile development processes, managing sprint planning, execution, and retrospectives.
  

• Collaborate with architects and senior engineers to ensure high\-quality code and design.
  

• Monitor project progress, identifying and addressing any issues that may impact project timelines.
  

• Foster a culture of collaboration, innovation, and continuous improvement within the team.
  

  

**Basic Qualifications:**  

• Bachelor's degree in a relevant field (i.e., Computer Science) or equivalent combination of education and experience
  

• Typically, 7\+ years of relevant work experience in **Insurance industry** , with a minimum of 3 years in a similar role years of experience in software engineering
  

• Experience in a managerial role, overseeing teams and/or projects
  

• Proficiency in 1 or more software languages and development methodologies
  

• Strong programming and debugging skills
  

• Strong communication and team leadership skills
  

• Ability to manage software projects and resources effectively
  

  

**Other Qualifications:**  

• Advanced degree in a related field is a plus
  

• Relevant certifications or training a plus


. Should have a good english communication skill


.Experience in leading big project involving multiple nations and location


DXC is committed to building better futures for our customers, colleagues, environment, and communities. We take care of each other and foster a culture of inclusion, belonging and corporate citizenship. We put this to action developing and implementing societal initiatives within our Social Impact Practice. \#WeAreDXC As an employer of choice, our “people first” philosophy means we offer competitive remuneration, benefits, training and career opportunities that reflect our commitment to improving the lives of our employees, and the communities in which we live and work. Some of these include;


* Extensive resources to support your onboarding and continual development including DXC University
* DXC Recognition, our global platform that fosters a culture of appreciation and celebration with real\-time reward and recognition
* We know that great people refer great people. We will reward you when you bring your friends and family to work at DXC
* More time to do the things you love with flexible leave options, including purchased leave
* Take time to give back with charitable and emergency services volunteer days
* Well\-being matters to us and our Employee Assistance Program is there to support you and your family

**How to apply \& our commitment to you in return** : If you would like to be part of a culture that drives innovation, delivers results, rewards performance and encourages ideas, then please press the ""Apply Now"" button to submit your resume. In return, we agree to ensure a hiring process that is enjoyable, thorough, and fair. We strive to provide an environment that lets you thrive and show off the very best version of yourself, while learning about us at the same time.


**We are an Equal Opportunity Employer:** DXC is proud to be an equal opportunity employer and we welcome submissions from people from all walks of life. We celebrate our diversity and recognise it is the unique contributions of our people that give us our edge. We stand by the ‘bring your whole\-self to work’ philosophy. It is our inclusive culture that powers our results, and our company grows only if our people grow. Accommodation of special needs for qualified candidates may be considered within the framework of the DXC Accommodation Policy. In addition, DXC Technology is committed to working with and providing reasonable accommodation to support qualified individuals with physical and mental disabilities


At DXC Technology, we believe strong connections and community are key to our success. Our work model prioritizes in\-person collaboration while offering flexibility to support wellbeing, productivity, individual work styles, and life circumstances. We’re committed to fostering an inclusive environment where everyone can thrive.


**Recruitment fraud is a scheme in which fictitious job opportunities are offered to job seekers typically through online services, such as false websites, or through unsolicited emails claiming to be from the company. These emails may request recipients to provide personal information or to make payments as part of their illegitimate recruiting process. DXC does not make offers of employment via social media networks and DXC never asks for any money or payments from applicants at any point in the recruitment process, nor ask a job seeker to purchase IT or other equipment on our behalf.**",,https://id.indeed.com/cmp/Dxc-Technology,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/656a5fc12e58059f5759242a4c008165,http://www.dxc.com,"Ashburn, VA","10,000+",more than $10B (USD),DXC delivers the mission critical IT services that move the world,,,,,,
in-52ee5fc733082f23,indeed,https://id.indeed.com/viewjob?jk=52ee5fc733082f23,http://id.indeed.com/job/it-account-manager-52ee5fc733082f23,IT Account Manager,PT Artha Mulia Trijaya,"Jakarta, JW, ID",2026-08-18,"fulltime, contract",,,,,,False,,,,,"* Penempatan : Jakarta dan Surabaya

Job Description

\* Mencari dan mengembangkan peluang bisnis baru (B2B dan B2G).

\* Membangun serta menjaga hubungan baik dengan pelanggan dan principal.

\* Memahami kebutuhan pelanggan dan menawarkan solusi IT yang sesuai.

\* Melakukan presentasi produk, demo solusi, dan negosiasi hingga closing.

\* Menyusun proposal, quotation, dan dokumen penawaran.

\* Berkolaborasi dengan tim Presales, Engineer, dan Project Manager dalam penyusunan solusi dan implementasi proyek.

\* Mengelola seluruh siklus penjualan, mulai dari prospecting hingga after\-sales.

\* Mencapai target penjualan dan Gross Profit yang telah ditetapkan perusahaan.

\* Melakukan forecasting, pipeline management, dan membuat laporan aktivitas penjualan secara berkala.

\* Mengikuti perkembangan teknologi serta tren industri IT untuk memberikan solusi terbaik kepada pelanggan.

Kualifikasi

\* Minimal D3/S1 semua jurusan, diutamakan Teknologi Informasi, Teknik, atau Bisnis.

\* Memiliki pengalaman minimal 2 tahun sebagai Account Manager, Sales IT Solution, atau Business Development di perusahaan IT Solution/System Integrator.

\* Memiliki pengalaman menjual solusi IT seperti Networking, Security, Server, Storage, Cloud, Data Center, atau Software Solutions.

\* Memiliki kemampuan **mencari dan membangun** relasi dan mengelola akun pelanggan.

\* Mampu melakukan presentasi, negosiasi, dan komunikasi dengan baik.

\* Memahami proses pengadaan proyek IT, termasuk tender menjadi nilai tambah.

\* Berorientasi pada target, memiliki kemampuan problem solving, dan mampu bekerja secara mandiri maupun dalam tim.

\* Memiliki jaringan pelanggan di sektor Enterprise, Corporate, atau Government menjadi nilai tambah.

\* Bersedia melakukan perjalanan dinas sesuai kebutuhan proyek.

Job Types: Full\-time, Contract

Work Location: In person",,https://id.indeed.com/cmp/Pt.-Artha-Mulia-Trijaya,,,,,,,,,,,,
in-0294b831366c29a3,indeed,https://id.indeed.com/viewjob?jk=0294b831366c29a3,http://id.indeed.com/job/quality-assurance-engineer-auto-0294b831366c29a3,Quality Assurance Engineer Auto,PT. Sentra Solusi Bangsa ,"Jakarta, JW, ID",2026-08-17,contract,,,,,,False,,,,,"**Tanggung Jawab**

\- Menganalisis requirement (BRD, User Story, Acceptance Criteria) dan mengidentifikasi test scenarios sejak awal sprint (shift\-left approach)

\- Menyusun test plan dan strategi pengujian berbasis risiko, berkolaborasi dengan Developer dan Product Owner

\- Mendesain test cases (positive, negative, boundary) menggunakan teknik: Equivalence Partitioning, Boundary Value Analysis, Decision Table, State Transition, dan Error Guessing

\- Mengembangkan dan memelihara automated test menggunakan Playwright \+ Cucumber (BDD/Gherkin) dengan arsitektur Page Object Model

\- Mengeksekusi test secara manual dan otomatis, serta menganalisis hasil pengujian

\- Melakukan API testing (validasi HTTP status code, response body, JSON schema, response time)

\- Melaporkan dan mendokumentasikan defect di JIRA dengan detail yang jelas dan reproducible

\- Melakukan regression testing dan post\-deployment validation

\- Menyusun test report dan memberikan rekomendasi release (Go / No\-Go)

\- Berkolaborasi dengan tim lintas fungsi untuk memastikan kualitas di seluruh siklus pengembangan

\- Berkontribusi pada peningkatan automation coverage dan continuous improvement proses QA

**Kualifikasi**

\- Pengalaman minimal 2 tahun sebagai QA Engineer / Software Tester

\- Menguasai test automation menggunakan Playwright (atau tools sejenis: Cypress, Selenium)

\- Familiar dengan BDD framework (Cucumber/Gherkin)

\- Memahami REST API testing dan tools\-nya (Postman, atau API testing via code)

\- Memahami konsep Page Object Model dan clean test architecture

\- Familiar dengan Git dan CI/CD (GitHub Actions atau sejenis)

\- Mampu menulis test cases yang terstruktur dan traceability ke requirement

\- Memahami defect lifecycle dan severity/priority classification

\- Komunikatif, detail\-oriented, dan proaktif dalam mengidentifikasi risiko

**Nilai Tambah**

\- Pengalaman di industri asuransi atau financial services

\- Familiar dengan Javascript / TypeScript

\- Pengalaman performance testing (k6, JMeter, atau sejenis)

\- Memahami SQL untuk verifikasi data

Jenis Pekerjaan: Kontrak  
Panjang kontrak: 12 bulan

Lokasi Kerja: Tatap muka",,https://id.indeed.com/cmp/Pt.-Sentra-Solusi-Bangsa-1,,,,,,,,,,,,
in-4154996408b71931,indeed,https://id.indeed.com/viewjob?jk=4154996408b71931,https://apply.workable.com/j/BB520B08C9,Technical Product Manager,TechConnect GmbH,"Jakarta, JW, ID",2026-08-17,,,,,,,False,,,,,"Take over day\-to\-day product ownership of SUN Mobility Technology's 11 in\-flight initiatives from the Lead of


Product. This is a hands\-on execution role, not a strategy role — the person owns requirements, backlog, delivery


cadence, vendor/system coordination, and follow\-up closure across a portfolio that spans ERP, CRM,


telematics hardware, EV charging, and analytics.


The defining characteristic of this role is breadth under load: 11 concurrent initiatives, 5\+ external system vendors,


and a standing queue of open follow\-ups awaiting an owner. We are hiring for someone who imposes order


on that, not someone who needs a tidy single\-product backlog to be effective.

**General**

* Write FRDs, user stories, and integration specs that engineers and implementation partners can build from without a second round of clarification.
* Define acceptance criteria and own UAT sign\-off.
* Maintain master\-data definitions across Odoo, SAP, and Zoho.

**Backlog \& Delivery**

* Own the business backlog in ClickUp — grooming, prioritization, sprint/release planning.
* Drive delivery cadence with the Engineering Lead and the engineering squad; unblock rather than escalate


by default.

* Run demos, collect structured feedback, close the loop.

**Follow\-up and meeting discipline**

* Take ownership of the open follow\-up queue inherited at handover — triage, assign, chase to closure, and keep it from re\-accumulating.
* Convert meeting outcomes into tracked work items the same day.

**Integration \& vendor management**

* Manage day\-to\-day technical coordination with the telematics, IoT/DMS, charging, ERP implementation, and SAP partners.
* Own integration contracts and data\-flow definitions between SAP, Odoo, the analytics platform, and the charging management system.

**Stakeholder management**

* Translate between operations, finance, HSE, commercial, and engineering.
* Report status upward in a form that needs no rework before it reaches Group leadership.

  

**Requirements** **Must\-have**

* **5\+ years as Product Manager / Product Owner / Technical PM, including 2\+ years running 3 or more concurrent initiatives**
* **Technical literacy to specify integrations: reads and reasons about REST APIs, webhooks, data schemas, and auth flows; can write an integration spec unaided and challenge a vendor's proposed contract**
* **Writes specifications in English to a standard that external partners build from without rework**
* **Proven vendor / implementation\-partner management — scoping, holding to timeline, escalating on quality**
* **Structured, self\-directed follow\-up discipline — imposes a system on it without being managed through it**
* **Discipline in backlog documentation and tooling (ClickUp, Jira, Linear, or similar) and able to run the cadence, not just update tickets**

**Strongly preferred**

* Basic SQL; ability to pull and sanity\-check data without waiting on engineering.
* Applied AI/LLM product exposure.
* Odoo or SAP (MM/SD/FM/PS) functional exposure.
* Experience with data/analytics products — dashboards, KPI definition, reporting pipelines; several initiatives in scope are analytics\-led.
* Has worked as the sole PM in a lean team rather than inside a large product organization with dedicated
* BAs, designers, and delivery managers. There is no such support structure here.

**Nice\-to\-have**

* Logistics, fleet, mining, automotive, or energy domain exposure — Indonesian heavy\-duty/hauling operations especially.
* Hands\-on experience with telematics or IoT hardware rollouts (device installation programs, field data validation, firmware/sensor customization) — the fleet telematics and in\-cabin safety\-sensor programmes are physical, not just software.
* EV, charging infrastructure, or sustainability/ESG reporting background.
* Prior experience being embedded as an outsourced resource inside a client's product team.

**Explicitly not required**

* People management or line\-management experience — this role has no direct reports.
* Formal certifications (CSPO, PMP, SAFe). Evidence of shipped work outweighs any of them.
* Deep coding ability. The PM must read and reason about technical artefacts, not write production code.
* Prior EV\-industry experience specifically — the fleet/logistics operating model transfers; the EV specifics are teachable inside 30 days.",,https://id.indeed.com/cmp/Techconnect-Gmbh,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/2ecaa677a47cfd35b66faadf16117552,http://www.techconnect.de,"Headquarter & Engineering Center - 
Parkring 15 - 85748 Garching b. München",51 to 200,$25M to $100M (USD),"TechConnect ist Teil einer Technologierevolution. Wir entwickeln, integrieren, testen, analysieren und beraten.",,,,,,
in-4dc7fd418df51ff8,indeed,https://id.indeed.com/viewjob?jk=4dc7fd418df51ff8,https://join.com/companies/frontierinteractionscom/16589396-lead-ai-product-manager-bali-top-ai-startup-rp-idr-60-100m-plus-0-5-1-equity?pid=a13795120131dbe48464,Lead AI Product Manager (Bali) @ Top AI Startup - Rp IDR 60-100m plus 0.5-1% equity,KULU,"Jakarta, JW, ID",2026-08-17,,,,,,,False,,,,,"We're hiring a Lead AI Product Manager to take technical and product ownership of the AI systems at the heart of Kulu. This is a hands\-on, player\-coach role: you will lead engineers, but we are not looking for a traditional engineering manager who manages process and leaves technical decisions to the team. We want someone who understands the product deeply, develops strong opinions about how it should work, guides and reviews engineers directly, investigates failures, makes architectural decisions and \- when it's the fastest way forward \- opens the codebase and ships things themselves.



Our product is built around real\-time AI agents interacting with users, so many of our hardest product decisions are also engineering decisions. A prompt change can be a production behaviour change. A race condition can cause an agent to act on information that was true two seconds ago but is now wrong. Deciding what belongs in deterministic code versus an LLM can fundamentally change reliability. We need someone who enjoys thinking deeply about those problems.



\*\*About Kulu  

\*\*  

Kulu is a high\-performance, high\-bandwidth communication team. We run live daily standups, Slack constantly, and jump into huddles rather than letting long async threads develop. Product, engineering and commercial conversations overlap heavily. This suits people who enjoy working closely with highly engaged colleagues, talking through hard problems in real time, sharing unfinished work, and moving quickly as new information emerges. It's probably not the right environment if your ideal style is to receive a well\-defined problem, disappear for the day, and communicate primarily through async updates. There will be focused individual work — but we optimize for the speed and quality of the team as a whole.



We are deliberately moving toward a more in\-person culture in Bali, and this role will be a role model for it \- over time taking substantial responsibility for building the team and creating a high\-performance office culture where exceptional engineers want to work.


**Tasks**
---------



You will be the senior technical and product authority for the behaviour of our AI product \- responsible not just for engineers shipping software, but for building the right system, in the right way, producing the right behaviour for users.


* **AI systems and agent architecture** \- Design and evolve the production agent architecture: LLM and multi\-agent orchestration, control flow and state, deterministic logic vs model\-controlled decisions, tool use, grounding, context management, prompts, async behaviour, model selection, and reliability. Think of the agent as a complete production system, not an LLM with a prompt.
* **Agent behaviour and product judgment** \- Deeply understand how our agents behave with real users. When something goes wrong: why did the agent do that, what should it have done, was the cause the prompt, architecture, model, stale state or timing — and does the fix address the underlying failure mode or just one example? You'll define good agent behaviour and translate it into prompts and architecture.
* **Agent root\-cause analysis** \- The agent is asynchronous, probabilistic and stateful. When it misbehaves in a real session \- acts on stale screen state, skips a workflow step, hallucinates a capability, interrupts at the wrong moment — trace the failure to its true cause and encode that understanding back into the agent rather than patching one example. Raise this standard across the team.
* **Technical direction of the agent** \- Own how the agent is engineered: orchestration and workflow architecture, what's deterministic vs delegated to an LLM, how it consumes screen context and real\-time signals, which models power which behaviours, how behaviour is evaluated, and when an approach should be replaced. Form strong opinions, and change them when the evidence says you're wrong.
* **Hands\-on building** \- You will still be coding: reading production code, reviewing PRs, debugging hard failures, editing and testing prompts, prototyping, evaluating models, and occasionally shipping production changes yourself. If your ideal next role removes you from the codebase entirely, this is probably not it.
* **Leading the engineering team** \- Directly lead engineers and own both their output and development: assigning ownership, guiding and reviewing work, frequent feedback, performance reviews, salary and promotion input, hiring needs, and normal people management including underperformance. Autonomy does not mean an absence of leadership \- understand the work well enough to give useful direction and make strong engineers better.


**What success looks like**


***The North Star is simple: is the agent getting better over time?*** We expect the quality of the agent experience \- judgement, reliability, helpfulness, consistency \- to improve continuously with real users. If it stagnates or degrades, that's a failure of technical and product leadership regardless of activity underneath it. Work can be delegated; responsibility for the resulting agent experience is not. The role isn't measured by velocity, test coverage or process metrics \- those are means to an end. The end is a measurably better AI product.



In your first months: develop a deep understanding of how our system behaves in production; establish clear ways to measure agent quality; become one of the people best able to explain why an agent behaved incorrectly; establish clear technical ownership; improve root\-cause analysis; fix architectural weaknesses behind recurring failures; raise the quality of technical decision\-making; personally solve some of our hardest AI product problems; and develop the engineers around you.


**Requirements**
----------------


* Exceptional software engineering fundamentals, and significant experience building production applications with modern LLMs
* Strong intuition for LLM behaviour and prompt design; experience designing agentic or multi\-step AI systems
* Excellent product judgment and the ability to reason deeply about complex system behaviour
* Experience with asynchronous, distributed or real\-time applications; comfort across APIs, backends and AI orchestration
* Ability to understand a large production codebase; strong architectural judgment
* High agency and ownership; experience guiding, mentoring or leading engineers; clear communication
* Fluent/Advanced spoken and written English, with the ability to communicate confidently and professionally. Our company language is exclusively English.


We care far more about evidence you can do these things than titles \- you do not need to have been a Head of Engineering. We're particularly interested in technical product managers, founding engineers, senior/staff AI product engineers, technical founders, and technical leads in small, high\-performing teams.  

**\_**  

**Nice to have (optional):\_** Experience building voice/video agents or real\-time conversational AI; strong Python or TypeScript skills; backend or full\-stack experience; real\-time media and streaming (e.g., LiveKit, Pipecat); speech pipelines (STT/TTS); LLM APIs (e.g., Gemini, OpenAI, Anthropic) and orchestration frameworks; evals and observability (e.g., Langfuse or equivalent); relational databases and vector/retrieval systems.


**What we are not looking for**



This is unlikely to be right if your model of leadership is primarily “hire great engineers, give them goals and get out of the way.” We're also unlikely to fit if you no longer want to write or closely inspect code, see product judgment as someone else's job, default to process and test coverage as the answer to quality problems, are uncomfortable challenging engineers' decisions, prefer managing through tickets and ceremonies, want a highly asynchronous low\-communication environment, or have mainly worked in classical ML or model training without substantial application\-layer AI experience.


**Benefits**
------------


* **IDR 60–100m/month \+ 0\.5–1% equity**


**Our Operating Principles:**


* **Always Be Hustlin’ –** Move fast, outwork the competition, stay scrappy.
* **Relentlessly Curious \-** Reason from first principles, question assumptions and explore better ways.
* **Super Pumped –** Show relentless enthusiasm and drive.
* **Make Magic –** Create experiences that delight customers.
* **Obsess Over the Details –** Perfect the product experience, no matter how small.
* **Big Bold Bets –** Think big, take risks and go after huge, transformative opportunities.
* **Ownership is Key \-** Own the outcome, not just the task.


For an exceptional person who can lead both the product and the team at increasing scale, there is a natural path toward Head of AI Product Engineering and broader technical leadership as Kulu grows.",,https://id.indeed.com/cmp/Kulu,,,,,,,,,,,,
in-e3775820d15412b3,indeed,https://id.indeed.com/viewjob?jk=e3775820d15412b3,https://airliquidehr.wd3.myworkdayjobs.com/en-US/AirLiquideExternalCareer/job/Indonesia-Cilegon/Project-Engineer_R10098338,Project Engineer,Air Liquide,"Serang, JW, ID",2026-08-16,fulltime,,,,,,False,,,,,"Masuk ke Indonesia pada tahun 1993, Air Liquide Indonesia (ALINDO) dan 170 karyawannya telah melayani lebih dari 1000 pelanggan di berbagai industri. Kami mengoperasikan fasilitas produksi gas dan jaringan pipa terbesar untuk Oksigen, Nitrogen, Argon, dan Hidrogen. Infrastruktur tersebut melayani industri baja, petrokimia, dan manufaktur di Jawa Barat \- Cilegon\-Anyer\- Merak, Cibitung, Bojonegara \- dan Lampung, Sumatera.
  

  

Karyawan kami dikembangkan melalui lingkungan kerja yang berkelanjutan dan beragam, bekerja dalam kolaborasi menuju inovasi, efisiensi dan keandalan, untuk memenuhi setiap kebutuhan pelanggan kami. Apa pun yang ingin dicapai karyawan kami, di Air Liquide Indonesia, karyawan selalu didukung dan didorong untuk menjadi yang terbaik.


Leverage technical engineering expertise and project management methodologies to plan, oversee the end\-to\-end execution of complex projects, ensuring strict adherence to safety, quality, and sustainability standards throughout the project lifecycle.
**Bagaimana Anda dapat berkontribusi dan berkembang disini?**
-------------------------------------------------------------

* Collaborate with project managers and stakeholders to define project objectives, scope, and requirements and developing detailed project plans and schedules
* Lead or participate in the design and engineering phases of the project, including creating technical drawings, specifications, and calculations
* Apply engineering knowledge and expertise to solve complex technical challenges and ensure the project's technical aspects meet industry standards and regulations
* Identify and assess project risks, develop risk mitigation strategies, and monitor risk factors throughout the project lifecycle
* Monitor project costs and expenditures to ensure that the project remains within budget and take corrective actions as needed
* Maintain accurate project documentation, including technical specifications, progress reports, and change orders, and providing regular updates to stakeholders

**Apakah Anda sesuai?**
-----------------------

* Bachelor's degree in Engineering or a related technical field.
* Minimum of 5 years of experience in project management within industrial environments.
* Demonstrated proficiency with industry\-standard project management software tools.
* Ability to provide onsite project support to teams located across various locations.

\#LI\-SP1


**\*\*We thank you for your interest in Air Liquide. Interested applicants are encouraged to send in a detailed resume, including reasons for leaving for past employment. Please be informed that only shortlisted candidates would be notified.\*\***
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

**Tentang Air Liquide**
-----------------------

Sebagai pemimpin dunia dalam gas, teknologi dan pelayanan untuk Industri dan Medis, Air Liquide hadir di 78 negara dengan sekitar 64\.500 karyawan dan melayani lebih dari 3,8 juta pelanggan dan pasien. Oksigen, nitrogen, dan hidrogen adalah senyawa dasar yang sangat penting untuk kehidupan, energi, dan materi. Senyawa tersebut telah menjadi wujud keahlian Air Liquide dan inti dari operasional perusahaan sejak didirikan pada tahun 1902\.


**Perbedaan membuat performa**

Di Air Liquide, kami berkomitmen untuk membangun tempat kerja yang beragam dan inklusif yang merangkul keragaman karyawan kami, pelanggan kami, pasien, masyarakat, dan budaya di seluruh dunia.
  

Kami menyambut dan mempertimbangkan aplikasi dari semua pelamar yang memenuhi syarat, terlepas dari latar belakang mereka. Kami sangat percaya bahwa organisasi yang beragam membuka peluang bagi semua karyawan untuk mengekspresikan bakat mereka, baik secara individu maupun kolektif dan membantu mendorong kemampuan untuk berinovasi dengan menjalankan nilai utama kami, bertindak untuk kesuksesan, dan menciptakan lingkungan kerja yang menarik di dunia yang terus berubah.",,https://id.indeed.com/cmp/Air-Liquide,https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/ab33dfd7ee06839f7c6b6a52b0798c6c,https://www.airliquide.com/,Paris,"10,000+",Decline to state,"The world leader in gases, technologies and services for Industry and Health.",,,,,,
in-03b3bcdccfe4598a,indeed,https://id.indeed.com/viewjob?jk=03b3bcdccfe4598a,http://id.indeed.com/job/software-development-engineer-test-sdet-03b3bcdccfe4598a,Software Development Engineer in Test ( SDET ),Binar Academy,"Jakarta, JW, ID",2026-08-15,contract,,,,,,False,,,,,"**Direct apply for a faster hiring process: www.binar.co.id/job\-connect/345\-sdet\-software\-development\-engineer\-in\-test**

**More about Job Connect by BINAR: jobconnect.binar.co.id**

**Role Summary**

**‍**You will design and build test automation frameworks from the ground up, apply developer\-level programming to create scalable, reusable test code, and drive comprehensive quality engineering practices (including performance testing and API validation) that go beyond conventional manual QA.

**Key Responsibilities**

* Design and build test automation frameworks from scratch (not just utilizing existing frameworks)
* Write developer\-level test code in Java, applying OOP principles and design patterns to ensure scalability and reusability
* Conduct performance \& load testing (scenario design, traffic simulation, and analysis of bottlenecks, response time, and memory leaks)
* Perform strong API testing (REST/SOAP) — including status code, data accuracy, and integration flow validation
* Write SQL queries to validate data integrity
* Integrate automated tests into CI/CD pipelines for continuous testing
* Understand and apply various testing types: unit, integration, functional, regression, and performance testing (white\-box vs black\-box)
* Study application data flow through technical documentation to design accurate test scenarios
* Calculate user projections, estimate RPS/TPS, and prepare pre\-requisites before executing performance tests

**Requirements**

* Minimum **3 years** of experience as an SDET, Test Automation Engineer, or Software Engineer focused on quality engineering
* Strong developer\-level **Java** programming skills, including solid understanding of OOP and design patterns for building scalable, reusable test code (not just scripting)
* Proven ability to design and build test automation frameworks from the ground up
* Experience with performance \& load testing using **JMeter** — scenario creation, traffic simulation, and result analysis
* Strong API testing skills (REST/SOAP) using tools such as **Katalon**, **REST Assured**, **Postman**, or **SoapUI**
* Database \& SQL proficiency (e.g., **MySQL**, **PostgreSQL**, or **Oracle**) for data integrity validation
* Experience integrating automated tests into CI/CD pipelines (**Jenkins**, **GitLab CI**)
* Familiar with version control: **Git/Bitbucket/GitLab**
* Solid understanding of testing concepts: unit, integration, functional, regression, and performance testing; white\-box vs black\-box testing
* Able to interpret application data flow from technical documentation (e.g., Confluence)
* Able to calculate user load projections, estimate RPS/TPS, and prepare performance test pre\-requisites
* Willing to work onsite (WFO) in West Jakarta

**Work Arrangement**

* Employment type: Contract
* Contract duration: 12 months (extendable)
* Location: West Jakarta
* Work type: On\-site/Work from Office (WFO)
* **Expected join date: August/September 2026 (immediate joiners are preferred)**

Work Location: In person",,https://id.indeed.com/cmp/Binar-Academy,,,,,,,,,,,,
